Date,Average_views_per_viewer,Unique_viewers,Click_rate_(%),Impressions,Comments,Shares,Dislikes,Likes,Average_viewed_(%),Videos_published,Subscribers,Views,Watch_hours,Average_view_sec,Revenue_(USD)
2021-07-03,2.4877,72340.0,3.9,3556482.0,294.0,312.0,98.0,6420.0,34.27,0.0,1598.0,179963.0,13809.9515,276.0,61.621
2021-07-04,1.9492,210048.0,5.26,5939246.0,3034.0,680.0,312.0,31333.0,41.42,1.0,3033.0,409427.0,38971.2057,342.0,201.704
2021-07-05,2.1613,120516.0,3.95,5043054.0,552.0,417.0,184.0,10210.0,35.08,0.0,2055.0,260466.0,20614.4467,284.0,101.868
2021-07-06,2.2199,97432.0,3.94,4191003.0,397.0,343.0,162.0,7847.0,33.86,0.0,1726.0,216293.0,16380.2968,272.0,78.811
2021-07-07,2.2828,82468.0,3.99,3582354.0,313.0,351.0,128.0,6923.0,33.72,1.0,1667.0,188261.0,14136.2562,270.0,68.213
2021-07-08,1.9017,306394.0,6.37,6855222.0,3303.0,1881.0,382.0,48158.0,44.35,0.0,7748.0,582662.0,52890.9777,326.0,273.031
2021-07-09,2.119,205876.0,4.62,6840913.0,859.0,1006.0,264.0,19991.0,36.95,0.0,5031.0,436244.0,33941.8143,280.0,150.171
2021-07-10,2.0061,262504.0,4.45,8459525.0,744.0,1225.0,313.0,22340.0,35.58,0.0,7229.0,526622.0,38941.2285,266.0,175.732
2021-07-11,2.0224,326201.0,4.3,11012144.0,952.0,1517.0,433.0,26752.0,34.62,0.0,9357.0,659721.0,47296.2686,258.0,196.477
2021-07-12,2.0465,336415.0,4.16,12050191.0,985.0,1631.0,461.0,27165.0,34.54,3.0,9112.0,688481.0,49538.9236,259.0,209.627
2021-07-13,1.9785,482254.0,4.24,16323501.0,4059.0,1944.0,664.0,53444.0,38.7,0.0,10297.0,954121.0,73470.4093,277.0,315.962
2021-07-14,2.1527,308855.0,3.8,12742175.0,1121.0,1469.0,464.0,27230.0,35.36,0.0,7165.0,664877.0,48711.4528,263.0,225.434
2021-07-15,2.2204,254223.0,3.73,11253348.0,908.0,1203.0,420.0,22448.0,35.4,0.0,5983.0,564480.0,41746.6672,266.0,196.007
2021-07-16,2.2347,215776.0,3.7,9529047.0,800.0,1045.0,336.0,18688.0,34.71,1.0,4943.0,482193.0,35371.306,264.0,183.527
2021-07-17,1.9985,432303.0,5.2,11797450.0,5157.0,2287.0,611.0,63543.0,43.24,1.0,7438.0,863967.0,61922.3898,258.0,315.202
2021-07-18,2.2566,230454.0,4.18,8911041.0,1133.0,1177.0,326.0,24878.0,38.53,0.0,4913.0,520037.0,38102.6183,263.0,184.842
2021-07-19,2.29,183683.0,4.08,7439986.0,875.0,878.0,265.0,19507.0,38.5,0.0,4036.0,420629.0,31420.0855,268.0,152.425
2021-07-20,2.2775,159174.0,4.07,6344435.0,733.0,813.0,219.0,16412.0,38.12,1.0,3665.0,362515.0,26959.0009,267.0,139.46
2021-07-21,2.0394,317945.0,4.94,9480624.0,5022.0,1240.0,385.0,47481.0,45.56,0.0,5217.0,648406.0,55365.1371,307.0,321.778
2021-07-22,2.2812,173939.0,4.1,6993303.0,948.0,860.0,247.0,19074.0,39.62,0.0,3568.0,396793.0,30680.7928,278.0,178.083
2021-07-23,2.3774,144833.0,3.98,6368405.0,782.0,721.0,227.0,15910.0,38.87,0.0,3261.0,344328.0,26519.5315,277.0,142.552
2021-07-24,2.3871,129059.0,3.87,5877989.0,692.0,655.0,191.0,13125.0,37.91,0.0,2970.0,308076.0,23466.5604,274.0,130.422
2021-07-25,1.9925,281606.0,4.88,8344831.0,4195.0,1041.0,369.0,42510.0,44.81,1.0,4810.0,561102.0,48779.2789,312.0,280.984
2021-07-26,2.1738,168970.0,3.98,6708556.0,942.0,641.0,215.0,17706.0,39.45,0.0,3252.0,367302.0,29091.2749,285.0,170.055
2021-07-27,2.2774,138524.0,3.79,6120861.0,641.0,596.0,172.0,14079.0,37.9,0.0,2993.0,315478.0,24475.2637,279.0,136.544
2021-07-28,2.3474,123629.0,3.79,5721797.0,605.0,565.0,192.0,12310.0,37.44,0.0,2868.0,290202.0,22439.2939,278.0,110.324
2021-07-29,2.3872,117552.0,3.66,5790391.0,549.0,554.0,185.0,11828.0,37.21,0.0,2961.0,280626.0,21581.3246,276.0,110.46
2021-07-30,2.4264,103266.0,3.7,5097598.0,451.0,529.0,166.0,9985.0,36.41,1.0,2357.0,250560.0,18974.4709,272.0,86.405
2021-07-31,1.9057,296720.0,4.83,8270313.0,3878.0,935.0,361.0,43791.0,45.17,0.0,4172.0,565450.0,49341.4436,314.0,232.977
2021-08-01,2.2082,131022.0,3.75,5615819.0,615.0,456.0,174.0,13191.0,37.62,0.0,2613.0,289324.0,22222.7905,276.0,109.402
2021-08-02,2.2817,115169.0,3.74,5171539.0,503.0,450.0,176.0,11025.0,36.94,0.0,2403.0,262776.0,20104.4121,275.0,101.99
2021-08-03,2.3556,94562.0,3.77,4348788.0,445.0,425.0,125.0,8906.0,35.74,1.0,1957.0,222746.0,16729.8453,270.0,81.654
2021-08-04,1.8304,323340.0,5.36,8024614.0,4196.0,883.0,299.0,46588.0,47.27,0.0,3626.0,591852.0,51351.7832,312.0,278.116
2021-08-05,2.173,128282.0,3.83,5293074.0,555.0,485.0,152.0,12254.0,38.45,0.0,2148.0,278753.0,21235.8958,274.0,113.382
2021-08-06,2.1859,108194.0,3.58,4860115.0,455.0,418.0,130.0,9430.0,36.72,0.0,1987.0,236503.0,17475.4184,266.0,92.765
2021-08-07,2.1807,97717.0,3.64,4233326.0,349.0,331.0,124.0,8102.0,35.46,0.0,1822.0,213090.0,15326.0298,258.0,79.712
2021-08-08,2.0687,125716.0,4.04,4489482.0,555.0,482.0,186.0,16777.0,23.83,1.0,2306.0,260064.0,17324.6405,239.0,77.111
2021-08-09,2.2364,78382.0,3.52,3660331.0,306.0,327.0,118.0,6696.0,34.71,2.0,1786.0,175297.0,12646.5249,259.0,70.991
2021-08-10,1.8463,367640.0,6.28,7877841.0,7467.0,6513.0,586.0,62055.0,47.1,0.0,5017.0,678762.0,52151.252,276.0,283.688
2021-08-11,2.0768,172421.0,4.33,5935982.0,1197.0,2233.0,281.0,18091.0,38.76,0.0,3121.0,358083.0,25729.6522,258.0,134.72
2021-08-12,2.0631,154621.0,4.06,5670033.0,1019.0,1883.0,244.0,16300.0,37.82,0.0,3357.0,319004.0,22575.2304,254.0,125.234
2021-08-13,2.0802,157390.0,3.98,5937372.0,980.0,1806.0,284.0,16642.0,37.23,0.0,3648.0,327405.0,22419.9104,246.0,120.789
2021-08-14,2.0879,141119.0,3.83,5615808.0,850.0,1632.0,264.0,15138.0,36.33,0.0,3447.0,294636.0,20138.4593,246.0,101.442
2021-08-15,2.1606,130362.0,3.68,5597826.0,772.0,1256.0,237.0,14020.0,35.36,0.0,3477.0,281663.0,18966.3012,242.0,95.293
2021-08-16,2.2213,125769.0,3.65,5551530.0,791.0,1329.0,240.0,13410.0,35.05,1.0,3304.0,279372.0,18889.2817,243.0,96.403
2021-08-17,2.2038,125584.0,3.64,5466149.0,703.0,1058.0,187.0,12666.0,34.47,1.0,3001.0,276763.0,18481.268,240.0,89.9
2021-08-18,2.1898,111755.0,3.69,4701927.0,647.0,911.0,202.0,11877.0,34.77,0.0,2516.0,244716.0,16508.6754,242.0,80.406
2021-08-19,2.2156,96523.0,3.73,4146640.0,592.0,776.0,170.0,10885.0,35.13,2.0,2239.0,213859.0,14540.6978,244.0,68.973
2021-08-20,1.8174,321437.0,5.73,7148710.0,11582.0,1405.0,404.0,58446.0,45.7,2.0,3785.0,584188.0,64133.8247,395.0,317.818
2021-08-21,1.9767,166978.0,3.83,5970422.0,1328.0,702.0,188.0,17697.0,37.24,1.0,2593.0,330062.0,27659.6401,301.0,135.75
2021-08-22,2.2525,295417.0,5.74,8174484.0,3506.0,970.0,499.0,58804.0,20.37,1.0,3081.0,665440.0,48158.0254,260.0,236.691
2021-08-23,2.1287,161288.0,4.1,6067473.0,801.0,615.0,254.0,18378.0,25.19,0.0,2001.0,343326.0,25564.7672,268.0,134.542
2021-08-24,2.1908,117557.0,3.61,5222131.0,564.0,665.0,166.0,12162.0,29.23,0.0,1836.0,257547.0,19446.568,271.0,95.708
2021-08-25,2.2231,101585.0,3.55,4701158.0,540.0,449.0,171.0,9794.0,30.02,0.0,1747.0,225829.0,16846.3193,268.0,82.977
2021-08-26,2.2033,89336.0,3.66,3972073.0,363.0,527.0,118.0,7918.0,31.0,1.0,1661.0,196836.0,14675.4123,268.0,71.214
2021-08-27,2.0053,285275.0,5.79,7218620.0,7240.0,1071.0,403.0,52069.0,45.62,0.0,3631.0,572051.0,57535.906,362.0,271.946
2021-08-28,2.2191,124185.0,4.4,4553295.0,1037.0,584.0,202.0,13931.0,37.58,0.0,2016.0,275576.0,23105.5173,301.0,101.652
2021-08-29,2.3156,102031.0,4.17,4164525.0,712.0,510.0,159.0,10883.0,36.39,0.0,1920.0,236268.0,19012.0031,289.0,74.647
2021-08-30,2.3573,93786.0,4.19,3900222.0,580.0,480.0,127.0,9901.0,35.65,0.0,1830.0,221082.0,17332.8427,282.0,73.718
2021-08-31,2.3436,93300.0,4.08,3974012.0,672.0,496.0,142.0,8791.0,35.04,0.0,2053.0,218661.0,16805.9442,276.0,71.828
2021-09-01,2.386,96742.0,3.93,4403466.0,593.0,546.0,148.0,9693.0,34.91,1.0,2212.0,230829.0,17677.9182,275.0,74.733
2021-09-02,1.9047,338040.0,5.79,8165461.0,7340.0,3065.0,476.0,62654.0,46.59,0.0,7290.0,643849.0,56317.0341,314.0,261.879
2021-09-03,2.0738,176488.0,4.05,6615916.0,1113.0,1068.0,260.0,18747.0,38.86,0.0,3657.0,366002.0,28490.2941,280.0,132.31
2021-09-04,2.2458,146485.0,3.81,6395824.0,796.0,813.0,229.0,15493.0,37.53,0.0,3370.0,328980.0,25155.6716,275.0,109.939
2021-09-05,2.2429,136696.0,3.85,5848760.0,663.0,651.0,209.0,13099.0,36.36,0.0,3294.0,306602.0,22785.3922,267.0,97.215
2021-09-06,2.2397,137036.0,3.83,5946009.0,673.0,818.0,249.0,13510.0,36.16,2.0,3447.0,306916.0,22624.0856,265.0,100.724
2021-09-07,2.2686,135870.0,3.89,5891552.0,667.0,844.0,228.0,13712.0,36.59,0.0,3570.0,308228.0,22953.3201,268.0,101.978
2021-09-08,2.3549,118898.0,3.89,5344875.0,588.0,729.0,246.0,12404.0,36.82,0.0,2998.0,279987.0,21243.3855,273.0,97.166
2021-09-09,2.3287,109103.0,3.81,4939622.0,472.0,612.0,182.0,10974.0,36.12,0.0,2658.0,254071.0,18977.4132,268.0,85.766
2021-09-10,2.3744,97641.0,3.75,4594118.0,489.0,535.0,197.0,9832.0,35.97,0.0,2302.0,231843.0,17194.0794,266.0,79.673
2021-09-11,2.3661,95858.0,3.72,4543152.0,464.0,535.0,173.0,9566.0,35.64,0.0,2280.0,226812.0,16747.0432,265.0,78.033
2021-09-12,1.8467,271711.0,5.11,6963580.0,4334.0,960.0,408.0,44918.0,45.16,2.0,3248.0,501774.0,39888.6409,286.0,216.675
2021-09-13,2.0918,149907.0,4.08,5465078.0,742.0,679.0,261.0,16157.0,39.19,0.0,2609.0,313576.0,23496.1359,269.0,125.44
2021-09-14,2.2466,119317.0,3.98,4782674.0,574.0,611.0,203.0,11783.0,37.54,1.0,2320.0,268052.0,19836.2685,266.0,99.826
2021-09-15,2.2687,99433.0,4.03,4059050.0,480.0,483.0,170.0,9900.0,37.28,2.0,1936.0,225581.0,16896.4954,269.0,89.143
2021-09-16,1.9675,274633.0,5.44,7147880.0,4418.0,938.0,350.0,48329.0,48.46,0.0,3231.0,540330.0,51168.0424,340.0,291.615
2021-09-17,2.2639,148927.0,4.03,6080970.0,729.0,611.0,215.0,16592.0,40.44,0.0,2623.0,337158.0,27336.0483,291.0,147.525
2021-09-18,2.3484,113363.0,3.9,4995859.0,540.0,539.0,197.0,12117.0,38.75,0.0,2173.0,266218.0,20999.7588,283.0,112.856
2021-09-19,2.3207,112822.0,3.72,5140093.0,558.0,441.0,178.0,11353.0,37.68,0.0,2222.0,261821.0,20159.2703,277.0,110.829
2021-09-20,2.367,98239.0,3.78,4509271.0,425.0,453.0,163.0,9536.0,37.28,0.0,1997.0,232530.0,17900.4225,277.0,107.846
2021-09-21,1.9781,207444.0,5.19,5641551.0,1304.0,740.0,326.0,28492.0,15.02,1.0,1921.0,410335.0,33384.4756,292.0,162.287
2021-09-22,2.2721,105872.0,4.04,4376635.0,546.0,399.0,195.0,10594.0,25.75,0.0,1809.0,240554.0,19512.3516,292.0,126.6
2021-09-23,1.8941,215712.0,5.83,4854638.0,2741.0,764.0,312.0,34422.0,30.35,4.0,1732.0,408582.0,19855.7704,174.0,163.558
2021-09-24,2.1319,305881.0,6.08,7768271.0,4741.0,1055.0,521.0,56677.0,47.81,0.0,3284.0,652105.0,54463.2654,300.0,397.066
2021-09-25,2.3468,152920.0,4.51,5788014.0,671.0,633.0,276.0,18458.0,41.24,0.0,2443.0,358868.0,26757.4077,268.0,178.664
2021-09-26,2.348,132573.0,4.24,5375782.0,527.0,555.0,191.0,14857.0,39.27,0.0,2152.0,311277.0,22117.2441,255.0,135.841
