Date,Average_views_per_viewer,Unique_viewers,Click_rate_(%),Impressions,Comments,Shares,Dislikes,Likes,Average_viewed_(%),Videos_published,Subscribers,Views,Watch_hours,Average_view_sec,Revenue_(USD)
2020-12-30,1.6289,13116.0,4.84,335429.0,75.0,66.0,21.0,967.0,29.49,0.0,434.0,21365.0,1263.3439,212.0,5.287
2020-12-31,1.6126,9963.0,4.75,253044.0,55.0,54.0,14.0,694.0,28.85,0.0,287.0,16066.0,931.7812,208.0,2.984
2021-01-01,1.5921,11889.0,4.86,298852.0,71.0,66.0,23.0,827.0,29.79,0.0,326.0,18929.0,1140.1817,216.0,3.305
2021-01-02,1.6044,12624.0,4.91,317042.0,82.0,75.0,27.0,905.0,30.24,0.0,309.0,20254.0,1255.0349,223.0,3.249
2021-01-03,1.6258,15171.0,4.98,384538.0,95.0,98.0,35.0,1168.0,29.82,0.0,463.0,24665.0,1506.131,219.0,3.477
2021-01-04,1.6282,16093.0,5.02,404271.0,91.0,78.0,25.0,1116.0,28.63,0.0,429.0,26203.0,1521.6997,209.0,3.858
2021-01-05,1.6415,14866.0,5.13,367473.0,82.0,82.0,36.0,1059.0,29.37,0.0,476.0,24403.0,1447.6896,213.0,4.094
2021-01-06,1.6546,16311.0,5.1,409606.0,103.0,96.0,25.0,1282.0,30.03,0.0,443.0,26988.0,1623.2019,216.0,5.375
2021-01-07,1.6673,14768.0,5.19,364369.0,89.0,83.0,23.0,916.0,29.78,0.0,370.0,24622.0,1472.7239,215.0,4.383
2021-01-08,1.6128,18531.0,5.06,460591.0,101.0,59.0,34.0,1145.0,29.29,0.0,511.0,29887.0,1766.4443,212.0,5.993
2021-01-09,1.5701,22003.0,5.16,502222.0,400.0,153.0,41.0,2283.0,30.75,1.0,372.0,34546.0,1939.3854,202.0,6.439
2021-01-10,1.5816,19239.0,5.1,461844.0,187.0,93.0,22.0,1402.0,30.52,0.0,401.0,30428.0,1755.1839,207.0,5.398
2021-01-11,1.5423,21012.0,5.05,496703.0,153.0,99.0,37.0,1432.0,30.54,0.0,443.0,32407.0,1853.1253,205.0,6.571
2021-01-12,1.5233,22823.0,5.11,509320.0,237.0,92.0,52.0,1904.0,31.28,2.0,388.0,34767.0,1957.0523,202.0,7.237
2021-01-13,1.543,23630.0,4.94,565282.0,140.0,104.0,33.0,1786.0,31.82,0.0,438.0,36461.0,2063.9793,203.0,7.475
2021-01-14,1.5659,19177.0,4.81,477655.0,84.0,110.0,33.0,1215.0,30.11,0.0,403.0,30030.0,1683.5226,201.0,6.091
2021-01-15,1.557,17558.0,4.88,424741.0,101.0,105.0,20.0,940.0,30.63,0.0,356.0,27337.0,1530.0084,201.0,5.785
2021-01-16,1.5251,18074.0,4.87,429552.0,83.0,84.0,25.0,867.0,30.94,0.0,358.0,27564.0,1580.1867,206.0,7.012
2021-01-17,1.5506,28781.0,5.42,611429.0,945.0,139.0,41.0,2829.0,35.4,1.0,559.0,44628.0,3285.8949,265.0,11.919
2021-01-18,1.5637,28504.0,4.69,719101.0,320.0,96.0,61.0,1774.0,33.01,0.0,615.0,44571.0,3032.922,244.0,11.216
2021-01-19,1.5278,24661.0,4.68,606515.0,164.0,113.0,26.0,1235.0,31.54,0.0,460.0,37677.0,2331.0099,222.0,9.927
2021-01-20,1.5098,23391.0,4.64,570625.0,121.0,118.0,32.0,1170.0,31.65,1.0,418.0,35316.0,2176.4246,221.0,9.494
2021-01-21,1.5399,23574.0,4.69,563511.0,416.0,130.0,25.0,2527.0,31.06,0.0,422.0,36301.0,2084.3824,206.0,8.827
2021-01-22,1.5501,22351.0,4.63,560713.0,148.0,124.0,27.0,1330.0,31.27,0.0,443.0,34646.0,2075.1637,215.0,9.904
2021-01-23,1.5614,18188.0,4.72,454647.0,117.0,86.0,41.0,1103.0,31.71,0.0,347.0,28398.0,1693.7595,214.0,7.439
2021-01-24,1.5269,16990.0,4.95,400888.0,98.0,92.0,32.0,894.0,30.31,0.0,333.0,25942.0,1414.7746,196.0,6.297
2021-01-25,1.486,17499.0,4.8,411174.0,86.0,86.0,12.0,932.0,29.64,0.0,378.0,26004.0,1412.8612,195.0,5.955
2021-01-26,1.4959,23410.0,5.41,472654.0,414.0,119.0,34.0,2708.0,33.0,1.0,262.0,35020.0,2222.1884,228.0,10.158
2021-01-27,1.5938,23062.0,5.27,504668.0,446.0,132.0,42.0,2951.0,34.21,1.0,304.0,36757.0,2367.9697,231.0,10.562
2021-01-28,1.6353,16429.0,4.77,414225.0,130.0,102.0,33.0,1487.0,32.64,0.0,215.0,26866.0,1701.6232,228.0,6.609
2021-01-29,1.6411,16452.0,4.82,420435.0,105.0,97.0,37.0,1204.0,31.47,0.0,345.0,27000.0,1695.6554,226.0,8.196
2021-01-30,1.614,29231.0,5.48,654067.0,213.0,143.0,53.0,3012.0,12.34,1.0,464.0,47179.0,3067.1568,234.0,14.311
2021-01-31,1.6638,19319.0,4.47,531548.0,119.0,109.0,33.0,1220.0,30.76,0.0,416.0,32142.0,1941.3517,217.0,8.337
2021-02-01,1.6427,18406.0,4.63,485367.0,94.0,109.0,43.0,1193.0,31.02,0.0,408.0,30236.0,1804.3343,214.0,8.549
2021-02-02,1.6121,23328.0,5.23,526854.0,346.0,108.0,28.0,3099.0,34.85,1.0,390.0,37607.0,2531.3762,242.0,12.09
2021-02-03,1.6622,16542.0,5.09,398048.0,124.0,87.0,28.0,1471.0,32.55,0.0,275.0,27496.0,1745.0813,228.0,9.296
2021-02-04,1.6255,14805.0,4.94,360696.0,83.0,81.0,20.0,1048.0,31.87,0.0,231.0,24066.0,1472.3777,220.0,7.848
2021-02-05,1.6421,17140.0,5.07,415586.0,82.0,74.0,24.0,1133.0,34.25,0.0,343.0,28145.0,1852.5772,236.0,9.232
2021-02-06,1.7204,34995.0,5.49,814866.0,460.0,141.0,54.0,4442.0,39.45,1.0,631.0,60207.0,5342.9158,319.0,25.87
2021-02-07,1.7911,25172.0,4.68,709956.0,135.0,79.0,35.0,2142.0,35.58,0.0,570.0,45085.0,3463.8283,276.0,15.872
2021-02-08,1.7788,20675.0,4.61,592458.0,123.0,90.0,29.0,1637.0,34.06,0.0,490.0,36776.0,2656.6589,260.0,12.875
2021-02-09,1.7307,43987.0,5.7,977907.0,366.0,95.0,53.0,4992.0,36.59,1.0,636.0,76129.0,5572.4677,263.0,32.73
2021-02-10,1.7121,31362.0,4.75,829491.0,134.0,73.0,35.0,2399.0,33.41,0.0,538.0,53694.0,3655.1258,245.0,22.341
2021-02-11,1.728,27352.0,4.62,753985.0,115.0,96.0,40.0,1801.0,32.37,0.0,543.0,47263.0,3109.9677,236.0,20.173
2021-02-12,1.7454,50427.0,5.24,1227740.0,456.0,151.0,50.0,5186.0,38.31,1.0,769.0,88017.0,7284.6442,297.0,47.053
2021-02-13,1.7422,32456.0,4.64,868863.0,241.0,116.0,42.0,2550.0,35.09,1.0,582.0,56544.0,4182.0782,266.0,27.28
2021-02-14,1.7904,59129.0,5.56,1391599.0,409.0,206.0,84.0,6588.0,40.57,0.0,1033.0,105864.0,9004.9934,306.0,50.458
2021-02-15,1.7913,33428.0,4.54,946211.0,127.0,106.0,44.0,2221.0,35.11,0.0,612.0,59879.0,4323.9904,259.0,27.868
2021-02-16,1.8438,29030.0,4.47,865075.0,111.0,117.0,42.0,1706.0,34.41,1.0,617.0,53525.0,3781.4736,254.0,24.649
2021-02-17,1.638,73069.0,6.16,1405643.0,1889.0,902.0,94.0,10416.0,36.69,1.0,1494.0,119684.0,8573.9336,257.0,56.554
2021-02-18,1.6863,49223.0,5.21,1167770.0,564.0,382.0,48.0,4965.0,34.39,0.0,1199.0,83007.0,5636.0404,244.0,32.401
2021-02-19,1.7398,45978.0,4.72,1211646.0,494.0,281.0,58.0,4136.0,32.27,1.0,1068.0,79991.0,5118.1348,230.0,28.313
2021-02-20,1.8286,68537.0,5.17,1748191.0,673.0,212.0,88.0,8001.0,40.11,0.0,1360.0,125327.0,10518.4267,302.0,59.431
2021-02-21,1.8308,58094.0,5.39,1424278.0,484.0,226.0,95.0,6471.0,14.76,2.0,882.0,106358.0,6696.4993,226.0,37.724
2021-02-22,1.8679,37517.0,4.57,1112094.0,243.0,162.0,56.0,3054.0,23.55,1.0,763.0,70077.0,4546.8685,233.0,24.338
2021-02-23,1.8662,49709.0,5.2,1292423.0,727.0,163.0,83.0,6351.0,38.74,1.0,841.0,92769.0,7000.5893,271.0,40.861
2021-02-24,1.913,29868.0,4.63,878933.0,168.0,117.0,47.0,2758.0,34.77,0.0,683.0,57137.0,3965.0119,249.0,20.061
2021-02-25,1.9293,26052.0,4.52,805903.0,165.0,106.0,39.0,2122.0,33.88,1.0,562.0,50263.0,3420.861,245.0,16.491
2021-02-26,1.9685,53887.0,5.68,1368480.0,869.0,165.0,78.0,7568.0,43.23,0.0,998.0,106075.0,8685.7344,294.0,48.397
2021-02-27,2.0724,30282.0,4.83,952476.0,177.0,138.0,53.0,2913.0,37.06,0.0,680.0,62757.0,4555.7275,261.0,22.268
2021-02-28,2.0437,23688.0,4.68,754073.0,147.0,61.0,28.0,1923.0,35.49,0.0,494.0,48411.0,3382.5129,251.0,15.556
2021-03-01,1.8581,45500.0,5.42,1123103.0,658.0,131.0,55.0,5929.0,40.76,1.0,625.0,84545.0,6407.514,272.0,31.527
2021-03-02,1.9965,25206.0,4.71,776005.0,158.0,98.0,28.0,2191.0,35.22,0.0,521.0,50323.0,3442.5761,246.0,20.063
2021-03-03,1.9121,24142.0,4.92,668825.0,288.0,98.0,39.0,2392.0,35.92,1.0,465.0,46162.0,3279.3245,255.0,18.136
2021-03-04,1.8029,69405.0,6.18,1434418.0,552.0,208.0,94.0,7782.0,41.13,0.0,813.0,125128.0,10461.1531,300.0,75.125
2021-03-05,1.9129,41807.0,4.86,1154773.0,180.0,137.0,51.0,3021.0,34.22,0.0,732.0,79974.0,5506.5038,247.0,30.455
2021-03-06,1.9747,26456.0,4.81,772768.0,126.0,97.0,45.0,1796.0,34.12,0.0,468.0,52243.0,3568.6582,245.0,21.048
2021-03-07,1.7904,58187.0,5.58,1255165.0,714.0,190.0,67.0,6405.0,38.29,1.0,689.0,104178.0,8475.8451,292.0,52.783
2021-03-08,1.8395,35290.0,4.61,977127.0,386.0,152.0,36.0,3211.0,34.72,2.0,495.0,64915.0,4543.397,251.0,28.323
2021-03-09,1.7825,53933.0,5.63,1220477.0,716.0,343.0,105.0,8397.0,18.51,2.0,540.0,96138.0,5334.3025,199.0,36.201
2021-03-10,1.8725,31206.0,4.54,904897.0,380.0,100.0,46.0,2691.0,33.76,1.0,455.0,58434.0,3967.8835,244.0,24.819
2021-03-11,1.8512,39433.0,4.68,1115625.0,409.0,104.0,65.0,3764.0,37.3,0.0,567.0,72999.0,5358.8417,264.0,34.096
2021-03-12,1.9139,24847.0,4.51,757243.0,128.0,83.0,38.0,1503.0,33.02,0.0,360.0,47554.0,3126.5767,236.0,18.205
2021-03-13,1.8653,25619.0,4.66,730000.0,388.0,124.0,50.0,2452.0,34.9,1.0,364.0,47787.0,3442.4149,259.0,16.233
2021-03-14,1.6718,50982.0,5.5,1115596.0,884.0,243.0,65.0,5749.0,39.83,0.0,635.0,85232.0,7901.9064,333.0,38.958
2021-03-15,1.858,24093.0,4.66,691446.0,179.0,99.0,31.0,1877.0,35.04,0.0,403.0,44764.0,3372.8113,271.0,17.06
2021-03-16,1.7744,26103.0,4.6,733100.0,183.0,94.0,39.0,1726.0,32.96,0.0,512.0,46318.0,3293.9677,256.0,20.725
2021-03-17,1.7684,44113.0,5.23,1077211.0,754.0,175.0,82.0,5978.0,34.95,1.0,639.0,78008.0,6119.8973,282.0,35.917
2021-03-18,1.8615,30899.0,4.6,913167.0,221.0,141.0,56.0,2728.0,32.89,0.0,532.0,57519.0,4128.3489,258.0,19.317
2021-03-19,1.9107,26663.0,4.59,820931.0,192.0,122.0,36.0,1878.0,32.0,0.0,538.0,50946.0,3494.7009,246.0,17.386
2021-03-20,1.8979,22446.0,4.48,703095.0,129.0,101.0,36.0,1629.0,31.44,0.0,452.0,42601.0,2864.6519,242.0,14.172
2021-03-21,1.921,20075.0,4.71,614564.0,133.0,101.0,39.0,1451.0,31.29,0.0,440.0,38564.0,2555.4498,238.0,12.252
2021-03-22,1.942,18226.0,4.67,570755.0,133.0,83.0,26.0,1269.0,30.65,0.0,442.0,35394.0,2304.2024,234.0,10.836
2021-03-23,1.9479,18531.0,4.61,582928.0,104.0,61.0,35.0,1244.0,31.0,0.0,414.0,36096.0,2361.5228,235.0,11.651
2021-03-24,1.9594,18717.0,4.85,574299.0,132.0,89.0,32.0,1213.0,30.89,0.0,454.0,36675.0,2391.3039,234.0,11.125
2021-03-25,1.792,50357.0,6.39,1033986.0,606.0,133.0,88.0,6120.0,40.94,1.0,682.0,90240.0,7697.6161,307.0,47.589
2021-03-26,1.931,37960.0,5.11,1089313.0,180.0,141.0,47.0,3394.0,36.39,0.0,664.0,73300.0,5572.3348,273.0,29.347
2021-03-27,2.0164,35121.0,4.82,1116039.0,159.0,116.0,48.0,2654.0,34.02,0.0,637.0,70818.0,4991.9503,253.0,25.118
2021-03-28,1.8026,75377.0,6.42,1574760.0,454.0,178.0,120.0,7915.0,13.92,2.0,797.0,135875.0,9139.1236,242.0,39.147
2021-03-29,1.9164,45117.0,5.0,1279938.0,174.0,135.0,77.0,3039.0,19.87,0.0,738.0,86462.0,5714.5756,237.0,31.391
2021-03-30,2.0251,36117.0,4.97,1112561.0,131.0,106.0,66.0,2529.0,24.44,0.0,703.0,73141.0,4911.8831,241.0,12.817
2021-03-31,2.0266,29786.0,4.96,917161.0,109.0,87.0,44.0,2140.0,25.4,0.0,600.0,60363.0,4008.6503,239.0,21.03
2021-04-01,1.9536,28001.0,4.97,830589.0,123.0,91.0,43.0,1977.0,25.88,1.0,569.0,54704.0,3647.1978,240.0,17.344
2021-04-02,1.8571,65308.0,6.31,1441265.0,746.0,170.0,143.0,7846.0,38.41,0.0,938.0,121285.0,9750.8009,289.0,55.031
2021-04-03,2.0104,44052.0,5.21,1280942.0,205.0,130.0,72.0,3593.0,31.69,0.0,875.0,88560.0,6243.3793,253.0,29.55
2021-04-04,2.0896,35732.0,5.06,1122992.0,148.0,124.0,56.0,2542.0,30.74,0.0,787.0,74666.0,5130.0439,247.0,23.829
2021-04-05,2.1409,42192.0,4.46,1593950.0,141.0,142.0,84.0,2823.0,30.94,3.0,951.0,90327.0,6260.3918,249.0,30.181
2021-04-06,2.077,79021.0,5.17,2476905.0,1042.0,278.0,139.0,9707.0,38.27,0.0,1304.0,164130.0,13554.8684,297.0,65.077
2021-04-07,2.2131,52718.0,4.38,2079170.0,252.0,169.0,90.0,4285.0,32.3,0.0,998.0,116670.0,8418.9142,259.0,38.263
2021-04-08,2.2424,45143.0,4.23,1888743.0,192.0,142.0,76.0,3464.0,31.29,0.0,924.0,101230.0,7124.5475,253.0,32.64
2021-04-09,2.2005,41096.0,4.26,1675339.0,166.0,123.0,73.0,2914.0,31.08,0.0,818.0,90433.0,6287.617,250.0,29.542
2021-04-10,2.0949,78925.0,5.81,2169220.0,1037.0,253.0,155.0,11567.0,30.23,3.0,996.0,165340.0,13459.3188,293.0,69.207
2021-04-11,2.0862,47887.0,4.61,1658062.0,222.0,169.0,90.0,4006.0,29.46,0.0,801.0,99904.0,7284.4471,262.0,39.641
2021-04-12,2.132,36782.0,4.59,1330067.0,135.0,115.0,72.0,2938.0,32.65,0.0,629.0,78420.0,5553.7608,254.0,32.466
2021-04-13,2.1476,36016.0,4.82,1256211.0,152.0,148.0,50.0,2744.0,32.38,1.0,748.0,77348.0,5415.137,252.0,29.439
2021-04-14,1.8112,79927.0,5.87,1854912.0,1117.0,300.0,174.0,10367.0,37.02,0.0,985.0,144765.0,10959.4703,272.0,62.964
2021-04-15,2.0795,40342.0,4.67,1378194.0,176.0,189.0,76.0,3442.0,32.83,0.0,786.0,83892.0,5858.4722,251.0,31.03
2021-04-16,2.1005,33363.0,4.82,1119628.0,128.0,155.0,45.0,2481.0,32.55,0.0,719.0,70078.0,4852.8724,249.0,23.602
2021-04-17,2.131,30400.0,4.88,1029927.0,131.0,123.0,53.0,2183.0,32.8,0.0,696.0,64783.0,4527.3356,251.0,20.909
2021-04-18,1.9135,53547.0,5.97,1286550.0,480.0,201.0,92.0,6568.0,14.03,1.0,681.0,102463.0,8072.094,283.0,36.771
2021-04-19,2.0916,31744.0,5.16,983692.0,199.0,148.0,47.0,2627.0,21.66,0.0,597.0,66395.0,4961.1937,269.0,20.753
2021-04-20,2.1622,29904.0,5.11,983909.0,157.0,149.0,66.0,2300.0,25.71,0.0,689.0,64659.0,4564.0492,254.0,21.206
2021-04-21,1.8182,79698.0,6.63,1655947.0,1797.0,240.0,111.0,11664.0,37.56,1.0,1042.0,144909.0,12223.4766,303.0,63.076
2021-04-22,1.9416,53014.0,5.32,1470484.0,470.0,199.0,84.0,5120.0,33.54,0.0,915.0,102931.0,7836.6662,274.0,33.345
2021-04-23,2.0489,46172.0,4.87,1507543.0,289.0,180.0,62.0,4080.0,32.35,1.0,855.0,94604.0,6895.2277,262.0,29.196
2021-04-24,1.8381,82114.0,5.59,2035182.0,747.0,356.0,98.0,9568.0,34.5,0.0,935.0,150933.0,10908.2997,260.0,50.528
2021-04-25,2.0094,51329.0,4.69,1694685.0,312.0,195.0,60.0,4039.0,32.32,0.0,940.0,103141.0,7174.5737,250.0,31.562
2021-04-26,2.0047,45235.0,4.66,1494453.0,240.0,176.0,90.0,3477.0,31.66,0.0,890.0,90682.0,6150.1103,244.0,26.113
2021-04-27,2.0819,40509.0,4.83,1340610.0,219.0,179.0,65.0,3071.0,31.72,1.0,820.0,84337.0,5727.9057,244.0,25.812
2021-04-28,1.9678,89123.0,5.77,2290948.0,1503.0,325.0,101.0,11977.0,39.32,0.0,1669.0,175376.0,17910.499,367.0,74.183
2021-04-29,2.0991,61497.0,4.83,2059366.0,419.0,180.0,86.0,5366.0,34.14,0.0,1244.0,129088.0,10363.4681,289.0,44.904
2021-04-30,2.1408,53916.0,4.71,1906852.0,245.0,201.0,84.0,4466.0,32.51,0.0,1167.0,115425.0,8737.4384,272.0,35.364
2021-05-01,2.159,50103.0,4.89,1717101.0,255.0,214.0,88.0,3931.0,32.28,0.0,1121.0,108174.0,7872.065,261.0,28.93
2021-05-02,1.9924,90364.0,5.66,2421399.0,1171.0,377.0,155.0,12908.0,38.75,1.0,1261.0,180038.0,16669.3356,333.0,65.517
2021-05-03,2.1982,57519.0,4.86,2008695.0,334.0,229.0,85.0,5688.0,34.27,0.0,1125.0,126438.0,10020.5395,285.0,40.664
2021-05-04,2.2276,53452.0,4.71,1948565.0,231.0,177.0,91.0,4524.0,33.29,0.0,1104.0,119069.0,9092.9233,274.0,37.626
2021-05-05,2.2711,49144.0,4.65,1864322.0,271.0,225.0,88.0,4403.0,32.85,0.0,1127.0,111609.0,8346.6654,269.0,32.003
2021-05-06,1.9629,91760.0,5.74,2426824.0,1171.0,330.0,154.0,12241.0,32.0,1.0,1368.0,180118.0,13484.9974,269.0,59.408
2021-05-07,2.1203,65957.0,4.82,2266114.0,376.0,280.0,124.0,6472.0,31.38,0.0,1305.0,139850.0,10199.7203,262.0,40.776
2021-05-08,2.1721,59746.0,4.84,2099586.0,299.0,280.0,99.0,5757.0,31.22,0.0,1207.0,129776.0,9326.6163,258.0,35.556
2021-05-09,2.1606,57986.0,4.88,2014521.0,265.0,219.0,76.0,4844.0,31.2,0.0,1239.0,125285.0,8957.9765,257.0,34.484
2021-05-10,2.2697,49923.0,4.91,1811187.0,254.0,237.0,101.0,4500.0,31.63,1.0,1223.0,113309.0,8195.0745,260.0,29.917
2021-05-11,2.1182,103431.0,5.83,2931826.0,1707.0,380.0,172.0,14821.0,41.02,0.0,1827.0,219090.0,22395.457,367.0,77.396
2021-05-12,2.3385,73772.0,4.82,2830920.0,456.0,287.0,137.0,7309.0,34.96,0.0,1709.0,172514.0,14332.3301,299.0,50.828
2021-05-13,2.368,61802.0,4.67,2477859.0,357.0,259.0,110.0,5885.0,33.83,0.0,1422.0,146345.0,11523.4902,283.0,39.933
2021-05-14,2.3699,62292.0,4.52,2589748.0,334.0,271.0,114.0,5874.0,33.25,0.0,1487.0,147627.0,11454.1535,279.0,39.341
2021-05-15,2.3571,62852.0,4.57,2593420.0,348.0,295.0,92.0,5562.0,32.83,0.0,1515.0,148149.0,11301.3924,274.0,39.899
2021-05-16,2.1123,88528.0,5.39,2678430.0,586.0,289.0,152.0,10055.0,14.86,1.0,1468.0,186998.0,13326.8065,256.0,42.756
2021-05-17,2.3781,54846.0,4.69,2183266.0,280.0,268.0,122.0,5070.0,29.62,1.0,1331.0,130432.0,9844.8179,271.0,35.573
2021-05-18,2.1424,119772.0,5.63,3399564.0,1578.0,416.0,192.0,17640.0,40.08,0.0,2121.0,256605.0,22757.4791,319.0,84.832
2021-05-19,2.4127,81553.0,4.68,3221248.0,445.0,319.0,132.0,8417.0,34.83,0.0,1945.0,196760.0,15368.5828,281.0,55.574
2021-05-20,2.383,88880.0,4.57,3547431.0,428.0,337.0,178.0,8419.0,33.42,0.0,2103.0,211797.0,15943.755,271.0,58.709
2021-05-21,2.4248,80704.0,4.73,3197000.0,391.0,304.0,148.0,7646.0,32.91,0.0,2065.0,195688.0,14521.293,267.0,54.842
2021-05-22,2.2179,146900.0,5.54,4559305.0,2292.0,509.0,201.0,20798.0,40.49,1.0,2833.0,325816.0,30313.479,334.0,115.805
2021-05-23,2.4586,116282.0,4.58,4931991.0,672.0,388.0,210.0,12136.0,35.09,0.0,2754.0,285895.0,22943.5107,288.0,82.563
2021-05-24,2.5812,89946.0,4.65,3923609.0,449.0,315.0,168.0,9342.0,33.81,0.0,2261.0,232170.0,17811.9977,276.0,67.024
2021-05-25,2.5888,89980.0,4.55,4032219.0,452.0,421.0,204.0,8822.0,32.99,1.0,2391.0,232941.0,17474.2627,270.0,62.652
2021-05-26,2.4333,161272.0,4.92,6226681.0,2621.0,587.0,261.0,25784.0,40.16,0.0,3660.0,392424.0,37234.9279,341.0,136.152
2021-05-27,2.6158,107384.0,4.32,5099161.0,583.0,524.0,192.0,11390.0,34.53,0.0,2554.0,280897.0,22319.1035,286.0,84.979
2021-05-28,2.5819,96943.0,4.18,4652597.0,510.0,373.0,202.0,10033.0,33.23,0.0,2248.0,250297.0,19077.7232,274.0,73.647
2021-05-29,2.5602,88647.0,4.25,4163096.0,445.0,401.0,149.0,8700.0,33.08,0.0,2158.0,226957.0,17138.2811,271.0,62.99
2021-05-30,2.5327,85640.0,4.21,4041942.0,366.0,417.0,152.0,8294.0,32.37,1.0,2089.0,216904.0,16114.3858,267.0,51.909
2021-05-31,2.2159,182161.0,5.32,5793127.0,3642.0,1040.0,275.0,28326.0,39.86,0.0,3088.0,403655.0,36191.4278,322.0,123.469
2021-06-01,2.417,113451.0,4.26,4945379.0,713.0,523.0,205.0,11144.0,33.71,0.0,2356.0,274207.0,21032.9086,276.0,67.73
2021-06-02,2.4762,93453.0,4.26,4175116.0,464.0,417.0,157.0,9126.0,33.26,0.0,1997.0,231404.0,17511.5046,272.0,59.635
2021-06-03,2.555,84808.0,4.26,3950806.0,420.0,413.0,150.0,8763.0,32.98,0.0,1951.0,216684.0,16356.4909,271.0,64.807
2021-06-04,2.5208,78913.0,4.22,3646091.0,333.0,359.0,144.0,7445.0,32.87,1.0,1883.0,198926.0,14922.4787,270.0,60.212
2021-06-05,2.2291,153673.0,4.97,5262339.0,3036.0,550.0,244.0,24681.0,40.52,1.0,2820.0,342550.0,32035.1154,336.0,126.998
2021-06-06,2.4929,95347.0,4.26,4307302.0,579.0,411.0,175.0,10551.0,35.07,0.0,2078.0,237694.0,19109.6274,289.0,74.403
2021-06-07,2.56,81437.0,4.2,3848554.0,470.0,328.0,162.0,8537.0,33.59,0.0,1824.0,208475.0,16074.7394,277.0,64.262
2021-06-08,2.5432,71743.0,4.21,3350733.0,354.0,353.0,125.0,7291.0,33.28,2.0,1620.0,182455.0,13924.4678,274.0,61.087
2021-06-09,2.1557,148400.0,4.96,4889559.0,2568.0,494.0,278.0,23593.0,36.42,0.0,2315.0,319904.0,24665.4245,277.0,135.557
2021-06-10,2.3869,82265.0,4.03,3733432.0,432.0,325.0,126.0,8296.0,33.74,0.0,1520.0,196357.0,14632.1386,268.0,79.069
2021-06-11,2.4707,71116.0,3.97,3410714.0,326.0,295.0,147.0,6960.0,33.43,0.0,1547.0,175709.0,13065.9901,267.0,65.637
2021-06-12,2.5273,59970.0,4.14,2817302.0,295.0,297.0,111.0,5573.0,33.23,0.0,1406.0,151561.0,11295.8078,268.0,56.414
2021-06-13,2.4969,57158.0,4.17,2633480.0,266.0,248.0,123.0,5173.0,32.81,0.0,1312.0,142716.0,10486.8496,264.0,53.443
2021-06-14,2.4504,57626.0,4.21,2586855.0,264.0,265.0,117.0,4954.0,32.71,2.0,1183.0,141204.0,10312.5295,262.0,55.193
2021-06-15,1.9491,138759.0,5.6,3673012.0,2038.0,410.0,242.0,19189.0,37.53,0.0,1643.0,270461.0,19634.8611,261.0,124.797
2021-06-16,2.1998,75329.0,4.36,2890527.0,373.0,282.0,128.0,6682.0,33.68,0.0,1320.0,165711.0,11821.7125,256.0,65.471
2021-06-17,2.3031,59188.0,4.25,2446437.0,253.0,270.0,112.0,5275.0,33.3,0.0,1143.0,136313.0,9819.875,259.0,51.422
2021-06-18,2.3174,56467.0,4.15,2415081.0,259.0,199.0,133.0,4964.0,32.65,2.0,1228.0,130854.0,9448.0675,259.0,49.96
2021-06-19,1.9223,158392.0,5.65,3999125.0,2757.0,597.0,239.0,25171.0,42.96,0.0,2234.0,304481.0,31183.9282,368.0,166.251
2021-06-20,2.1667,89369.0,4.21,3429637.0,467.0,350.0,139.0,8265.0,35.1,0.0,1612.0,193634.0,15769.1575,293.0,81.662
2021-06-21,2.2914,77404.0,4.08,3266651.0,343.0,306.0,110.0,6918.0,34.03,0.0,1457.0,177361.0,13798.6015,280.0,73.799
2021-06-22,2.3927,65965.0,4.09,2923173.0,301.0,265.0,88.0,6132.0,34.49,0.0,1396.0,157835.0,12321.2486,281.0,63.168
2021-06-23,2.4023,62498.0,4.1,2779981.0,266.0,263.0,102.0,5522.0,33.99,0.0,1332.0,150138.0,11522.7335,276.0,61.468
2021-06-24,2.0477,148190.0,5.77,3991565.0,2444.0,528.0,220.0,24184.0,45.19,1.0,2064.0,303452.0,28200.2156,334.0,180.3
2021-06-25,2.2778,103179.0,4.54,3897394.0,766.0,375.0,161.0,11685.0,39.19,0.0,2098.0,235019.0,19592.6016,300.0,115.206
2021-06-26,2.3961,83653.0,4.18,3632982.0,482.0,350.0,157.0,8261.0,36.42,0.0,1812.0,200441.0,15792.2744,283.0,86.811
2021-06-27,2.5396,71743.0,4.14,3349828.0,311.0,342.0,122.0,7398.0,35.34,0.0,1821.0,182200.0,14031.2395,277.0,74.463
2021-06-28,2.5486,65385.0,4.17,3062061.0,386.0,262.0,116.0,6328.0,34.75,0.0,1684.0,166641.0,12737.6453,275.0,73.131
2021-06-29,2.0785,150885.0,5.46,4289274.0,3194.0,684.0,215.0,24874.0,43.71,1.0,2809.0,313609.0,32302.1167,370.0,190.716
2021-06-30,2.3033,106459.0,4.16,4449518.0,825.0,423.0,171.0,11819.0,38.56,0.0,2269.0,245204.0,21847.0122,320.0,125.014
2021-07-01,2.4325,84039.0,4.0,3894646.0,397.0,304.0,113.0,8088.0,35.76,0.0,1824.0,204421.0,16581.6714,292.0,77.151
2021-07-02,2.4968,76444.0,3.98,3647678.0,320.0,300.0,138.0,7099.0,34.88,0.0,1716.0,190863.0,14897.1865,280.0,67.963
